date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:13:13	1488/1488	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
16:13:13	2206/2206	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/apple-touch-icon.png	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/apple-touch-icon.png	(from https://www.classcentral.com/)
16:13:14	5588/5588	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
16:13:14	975/975	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/favicon-32x32.png	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/favicon-32x32.png	(from https://www.classcentral.com/)
16:13:15	12520/12520	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
16:13:15	731/731	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/favicon-16x16.png	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/favicon-16x16.png	(from https://www.classcentral.com/)
16:13:15	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
16:13:16	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:13:16	673/673	U-----	200	untouched ('')	application/octet-stream	etag:%2263f5f1c2-2a1%22	https://www.classcentral.com/site.webmanifest	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/site.webmanifest	(from https://www.classcentral.com/)
16:13:17	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
16:13:17	1960/1960	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%2263f5f32c-7a8%22	https://www.classcentral.com/safari-pinned-tab.svg	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/safari-pinned-tab.svg	(from https://www.classcentral.com/)
16:13:17	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
16:13:18	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
16:13:18	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
16:13:18	913/913	U-----	200	untouched ('')	text/xml	etag:W/%2263f5f1c2-391%22	https://www.classcentral.com/opensearch.xml	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/opensearch.xml	(from https://www.classcentral.com/)
16:13:19	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
16:13:19	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
16:13:20	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:13:20	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
16:13:21	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
16:13:22	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
16:13:22	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
16:13:23	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
16:13:23	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
16:13:24	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:13:24	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
16:13:25	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
16:13:25	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
16:13:26	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:48:06%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
16:13:26	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
16:13:27	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
16:13:28	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
16:13:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2021:13:28%20GMT	http://www.w3.org/2000/svg	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.w3.org/2000/svg.2a.delayed	(from https://www.classcentral.com/)
16:13:29	1503/1503	---M-Z	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80	https://www.w3.org/2000/svg	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.w3.org/2000/svg.html	(from https://www.classcentral.com/)
16:13:30	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
16:13:30	244211/244211	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Feb%202023%2021:13:30%20GMT	https://www.googletagmanager.com/gtag/js?id=G-C254RZPQ1X	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.googletagmanager.com/gtag/jsc6b4	(from https://www.classcentral.com/)
16:13:32	600407/600407	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:32%20GMT	https://www.classcentral.com/rankings	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
16:13:33	593299/593299	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:32%20GMT	https://www.classcentral.com/collections	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
16:13:33	575861/575861	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:33%20GMT	https://www.classcentral.com/subjects	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
16:13:34	898145/898145	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:34%20GMT	https://www.classcentral.com/subject/cs	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
16:13:35	848248/848248	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:35%20GMT	https://www.classcentral.com/subject/health	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
16:13:35	7741/7741	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:35%20GMT	https://www.classcentral.com/subject/maths	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
16:13:35	7754/7754	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:35%20GMT	https://www.classcentral.com/subject/business	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
16:13:36	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:36%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/humanities.35.delayed	(from https://www.classcentral.com/)
16:13:37	7957/7957	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:37%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/engineering.36.delayed	(from https://www.classcentral.com/)
16:13:39	7943/7943	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:39%20GMT	https://www.classcentral.com/subject/science	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/science.37.delayed	(from https://www.classcentral.com/)
16:13:41	793175/793175	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:41%20GMT	https://www.classcentral.com/subject/education	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/education.html	(from https://www.classcentral.com/)
16:13:42	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:42%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/social-sciences.39.delayed	(from https://www.classcentral.com/)
16:13:42	7801/7801	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:42%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/art-and-design	(from https://www.classcentral.com/)
16:13:44	843378/843378	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:44%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/data-science.html	(from https://www.classcentral.com/)
16:13:44	8177/8177	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:44%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/programming-and-software-development.3c.delayed	(from https://www.classcentral.com/)
16:13:45	7827/7827	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:45%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/personal-development	(from https://www.classcentral.com/)
16:13:46	7943/7943	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2021:13:46%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/subject/infosec.3e.delayed	(from https://www.classcentral.com/)
16:13:48	3027004/3027004	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:48%20GMT	https://www.classcentral.com/universities	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
16:13:49	168236/168236	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2013:41:49%20GMT	https://www.classcentral.com/report/	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
16:13:50	838607/838607	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:49%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
16:13:50	33057/33057	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2004:02:33%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
16:13:50	4282/4282	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2012:32:57%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
16:13:51	198590/198590	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:04:59%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
16:13:51	35437/35437	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2011:48:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
16:13:51	4168/4168	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2009:52:51%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
16:13:56	153484/153484	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:01%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:13:56	145329/145329	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:00%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
16:13:56	176749/176749	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:02%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
16:13:56	816859/816859	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:13:52%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
16:13:56	178591/178591	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:03%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:13:57	6215/6215	U-----	200	untouched ('')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/angel/Documents/gatote/prueba_definitiva_definitiva/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
